week,visibility,seed,n_readers,n_nonreaders,reading_rate,nonreading_rate,visibility_condition
14,1.0,61,0,30,0.0,1.0,high
15,1.0,61,0,30,0.0,1.0,high
16,1.0,61,0,30,0.0,1.0,high
17,1.0,61,0,30,0.0,1.0,high
18,1.0,61,0,30,0.0,1.0,high
19,1.0,61,0,30,0.0,1.0,high
20,1.0,61,0,30,0.0,1.0,high
1,1.0,62,30,0,1.0,0.0,high
2,1.0,62,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,62,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,62,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,62,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,62,27,3,0.9,0.1,high
7,1.0,62,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,62,25,5,0.8333333333333334,0.16666666666666666,high
9,1.0,62,22,8,0.7333333333333333,0.26666666666666666,high
10,1.0,62,20,10,0.6666666666666666,0.3333333333333333,high
11,1.0,62,17,13,0.5666666666666667,0.43333333333333335,high
12,1.0,62,7,23,0.23333333333333334,0.7666666666666667,high
13,1.0,62,0,30,0.0,1.0,high
14,1.0,62,0,30,0.0,1.0,high
15,1.0,62,0,30,0.0,1.0,high
16,1.0,62,0,30,0.0,1.0,high
17,1.0,62,0,30,0.0,1.0,high
18,1.0,62,0,30,0.0,1.0,high
19,1.0,62,0,30,0.0,1.0,high
20,1.0,62,0,30,0.0,1.0,high
1,1.0,63,30,0,1.0,0.0,high
2,1.0,63,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,63,27,3,0.9,0.1,high
4,1.0,63,22,8,0.7333333333333333,0.26666666666666666,high
5,1.0,63,20,10,0.6666666666666666,0.3333333333333333,high
6,1.0,63,14,16,0.4666666666666667,0.5333333333333333,high
7,1.0,63,5,25,0.16666666666666666,0.8333333333333334,high
8,1.0,63,0,30,0.0,1.0,high
9,1.0,63,0,30,0.0,1.0,high
10,1.0,63,0,30,0.0,1.0,high
11,1.0,63,0,30,0.0,1.0,high
12,1.0,63,0,30,0.0,1.0,high
13,1.0,63,0,30,0.0,1.0,high
14,1.0,63,0,30,0.0,1.0,high
15,1.0,63,0,30,0.0,1.0,high
16,1.0,63,0,30,0.0,1.0,high
17,1.0,63,0,30,0.0,1.0,high
18,1.0,63,0,30,0.0,1.0,high
19,1.0,63,0,30,0.0,1.0,high
20,1.0,63,0,30,0.0,1.0,high
1,1.0,64,30,0,1.0,0.0,high
2,1.0,64,26,4,0.8666666666666667,0.13333333333333333,high
3,1.0,64,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,64,26,4,0.8666666666666667,0.13333333333333333,high
5,1.0,64,26,4,0.8666666666666667,0.13333333333333333,high
6,1.0,64,24,6,0.8,0.2,high
7,1.0,64,21,9,0.7,0.3,high
8,1.0,64,16,14,0.5333333333333333,0.4666666666666667,high
9,1.0,64,6,24,0.2,0.8,high
10,1.0,64,0,30,0.0,1.0,high
11,1.0,64,0,30,0.0,1.0,high
12,1.0,64,0,30,0.0,1.0,high
13,1.0,64,0,30,0.0,1.0,high
14,1.0,64,0,30,0.0,1.0,high
15,1.0,64,0,30,0.0,1.0,high
16,1.0,64,0,30,0.0,1.0,high
17,1.0,64,0,30,0.0,1.0,high
18,1.0,64,0,30,0.0,1.0,high
19,1.0,64,0,30,0.0,1.0,high
20,1.0,64,0,30,0.0,1.0,high
1,1.0,65,30,0,1.0,0.0,high
2,1.0,65,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,65,27,3,0.9,0.1,high
4,1.0,65,27,3,0.9,0.1,high
5,1.0,65,24,6,0.8,0.2,high
6,1.0,65,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,65,15,15,0.5,0.5,high
8,1.0,65,5,25,0.16666666666666666,0.8333333333333334,high
9,1.0,65,0,30,0.0,1.0,high
10,1.0,65,0,30,0.0,1.0,high
11,1.0,65,0,30,0.0,1.0,high
12,1.0,65,0,30,0.0,1.0,high
13,1.0,65,0,30,0.0,1.0,high
14,1.0,65,0,30,0.0,1.0,high
15,1.0,65,0,30,0.0,1.0,high
16,1.0,65,0,30,0.0,1.0,high
17,1.0,65,0,30,0.0,1.0,high
18,1.0,65,0,30,0.0,1.0,high
19,1.0,65,0,30,0.0,1.0,high
20,1.0,65,0,30,0.0,1.0,high
1,1.0,66,30,0,1.0,0.0,high
2,1.0,66,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,66,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,66,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,66,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,66,24,6,0.8,0.2,high
7,1.0,66,20,10,0.6666666666666666,0.3333333333333333,high
8,1.0,66,17,13,0.5666666666666667,0.43333333333333335,high
9,1.0,66,8,22,0.26666666666666666,0.7333333333333333,high
10,1.0,66,1,29,0.03333333333333333,0.9666666666666667,high
11,1.0,66,0,30,0.0,1.0,high
12,1.0,66,0,30,0.0,1.0,high
13,1.0,66,0,30,0.0,1.0,high
14,1.0,66,0,30,0.0,1.0,high
15,1.0,66,0,30,0.0,1.0,high
16,1.0,66,0,30,0.0,1.0,high
17,1.0,66,0,30,0.0,1.0,high
18,1.0,66,0,30,0.0,1.0,high
19,1.0,66,0,30,0.0,1.0,high
20,1.0,66,0,30,0.0,1.0,high
1,1.0,67,30,0,1.0,0.0,high
2,1.0,67,30,0,1.0,0.0,high
3,1.0,67,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,67,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,67,27,3,0.9,0.1,high
6,1.0,67,27,3,0.9,0.1,high
7,1.0,67,25,5,0.8333333333333334,0.16666666666666666,high
8,1.0,67,23,7,0.7666666666666667,0.23333333333333334,high
9,1.0,67,20,10,0.6666666666666666,0.3333333333333333,high
10,1.0,67,14,16,0.4666666666666667,0.5333333333333333,high
11,1.0,67,1,29,0.03333333333333333,0.9666666666666667,high
12,1.0,67,0,30,0.0,1.0,high
13,1.0,67,0,30,0.0,1.0,high
14,1.0,67,0,30,0.0,1.0,high
15,1.0,67,0,30,0.0,1.0,high
16,1.0,67,0,30,0.0,1.0,high
17,1.0,67,0,30,0.0,1.0,high
18,1.0,67,0,30,0.0,1.0,high
19,1.0,67,0,30,0.0,1.0,high
20,1.0,67,0,30,0.0,1.0,high
1,1.0,68,30,0,1.0,0.0,high
2,1.0,68,30,0,1.0,0.0,high
3,1.0,68,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,68,24,6,0.8,0.2,high
5,1.0,68,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,68,21,9,0.7,0.3,high
7,1.0,68,20,10,0.6666666666666666,0.3333333333333333,high
8,1.0,68,11,19,0.36666666666666664,0.6333333333333333,high
9,1.0,68,3,27,0.1,0.9,high
10,1.0,68,0,30,0.0,1.0,high
11,1.0,68,0,30,0.0,1.0,high
12,1.0,68,0,30,0.0,1.0,high
13,1.0,68,0,30,0.0,1.0,high
14,1.0,68,0,30,0.0,1.0,high
15,1.0,68,0,30,0.0,1.0,high
16,1.0,68,0,30,0.0,1.0,high
17,1.0,68,0,30,0.0,1.0,high
18,1.0,68,0,30,0.0,1.0,high
19,1.0,68,0,30,0.0,1.0,high
20,1.0,68,0,30,0.0,1.0,high
1,1.0,69,30,0,1.0,0.0,high
2,1.0,69,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,69,27,3,0.9,0.1,high
4,1.0,69,23,7,0.7666666666666667,0.23333333333333334,high
5,1.0,69,20,10,0.6666666666666666,0.3333333333333333,high
6,1.0,69,16,14,0.5333333333333333,0.4666666666666667,high
7,1.0,69,8,22,0.26666666666666666,0.7333333333333333,high
8,1.0,69,0,30,0.0,1.0,high
9,1.0,69,0,30,0.0,1.0,high
10,1.0,69,0,30,0.0,1.0,high
11,1.0,69,0,30,0.0,1.0,high
12,1.0,69,0,30,0.0,1.0,high
13,1.0,69,0,30,0.0,1.0,high
14,1.0,69,0,30,0.0,1.0,high
15,1.0,69,0,30,0.0,1.0,high
16,1.0,69,0,30,0.0,1.0,high
17,1.0,69,0,30,0.0,1.0,high
18,1.0,69,0,30,0.0,1.0,high
19,1.0,69,0,30,0.0,1.0,high
20,1.0,69,0,30,0.0,1.0,high
1,1.0,70,30,0,1.0,0.0,high
2,1.0,70,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,70,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,70,27,3,0.9,0.1,high
5,1.0,70,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,70,20,10,0.6666666666666666,0.3333333333333333,high
7,1.0,70,13,17,0.43333333333333335,0.5666666666666667,high
8,1.0,70,2,28,0.06666666666666667,0.9333333333333333,high
9,1.0,70,0,30,0.0,1.0,high
10,1.0,70,0,30,0.0,1.0,high
11,1.0,70,0,30,0.0,1.0,high
12,1.0,70,0,30,0.0,1.0,high
13,1.0,70,0,30,0.0,1.0,high
14,1.0,70,0,30,0.0,1.0,high
15,1.0,70,0,30,0.0,1.0,high
16,1.0,70,0,30,0.0,1.0,high
17,1.0,70,0,30,0.0,1.0,high
18,1.0,70,0,30,0.0,1.0,high
19,1.0,70,0,30,0.0,1.0,high
20,1.0,70,0,30,0.0,1.0,high
1,1.0,71,30,0,1.0,0.0,high
2,1.0,71,30,0,1.0,0.0,high
3,1.0,71,27,3,0.9,0.1,high
4,1.0,71,26,4,0.8666666666666667,0.13333333333333333,high
5,1.0,71,21,9,0.7,0.3,high
6,1.0,71,15,15,0.5,0.5,high
7,1.0,71,8,22,0.26666666666666666,0.7333333333333333,high
8,1.0,71,0,30,0.0,1.0,high
9,1.0,71,0,30,0.0,1.0,high
10,1.0,71,0,30,0.0,1.0,high
11,1.0,71,0,30,0.0,1.0,high
12,1.0,71,0,30,0.0,1.0,high
13,1.0,71,0,30,0.0,1.0,high
14,1.0,71,0,30,0.0,1.0,high
15,1.0,71,0,30,0.0,1.0,high
16,1.0,71,0,30,0.0,1.0,high
17,1.0,71,0,30,0.0,1.0,high
18,1.0,71,0,30,0.0,1.0,high
19,1.0,71,0,30,0.0,1.0,high
20,1.0,71,0,30,0.0,1.0,high
1,1.0,72,30,0,1.0,0.0,high
2,1.0,72,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,72,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,72,27,3,0.9,0.1,high
5,1.0,72,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,72,20,10,0.6666666666666666,0.3333333333333333,high
7,1.0,72,15,15,0.5,0.5,high
8,1.0,72,8,22,0.26666666666666666,0.7333333333333333,high
9,1.0,72,0,30,0.0,1.0,high
10,1.0,72,0,30,0.0,1.0,high
11,1.0,72,0,30,0.0,1.0,high
12,1.0,72,0,30,0.0,1.0,high
13,1.0,72,0,30,0.0,1.0,high
14,1.0,72,0,30,0.0,1.0,high
15,1.0,72,0,30,0.0,1.0,high
16,1.0,72,0,30,0.0,1.0,high
17,1.0,72,0,30,0.0,1.0,high
18,1.0,72,0,30,0.0,1.0,high
19,1.0,72,0,30,0.0,1.0,high
20,1.0,72,0,30,0.0,1.0,high
1,1.0,73,30,0,1.0,0.0,high
2,1.0,73,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,73,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,73,24,6,0.8,0.2,high
5,1.0,73,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,73,19,11,0.6333333333333333,0.36666666666666664,high
7,1.0,73,13,17,0.43333333333333335,0.5666666666666667,high
8,1.0,73,1,29,0.03333333333333333,0.9666666666666667,high
9,1.0,73,0,30,0.0,1.0,high
10,1.0,73,0,30,0.0,1.0,high
11,1.0,73,0,30,0.0,1.0,high
12,1.0,73,0,30,0.0,1.0,high
13,1.0,73,0,30,0.0,1.0,high
14,1.0,73,0,30,0.0,1.0,high
15,1.0,73,0,30,0.0,1.0,high
16,1.0,73,0,30,0.0,1.0,high
17,1.0,73,0,30,0.0,1.0,high
18,1.0,73,0,30,0.0,1.0,high
19,1.0,73,0,30,0.0,1.0,high
20,1.0,73,0,30,0.0,1.0,high
1,1.0,74,30,0,1.0,0.0,high
2,1.0,74,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,74,27,3,0.9,0.1,high
4,1.0,74,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,74,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,74,19,11,0.6333333333333333,0.36666666666666664,high
7,1.0,74,14,16,0.4666666666666667,0.5333333333333333,high
8,1.0,74,5,25,0.16666666666666666,0.8333333333333334,high
9,1.0,74,0,30,0.0,1.0,high
10,1.0,74,0,30,0.0,1.0,high
11,1.0,74,0,30,0.0,1.0,high
12,1.0,74,0,30,0.0,1.0,high
13,1.0,74,0,30,0.0,1.0,high
14,1.0,74,0,30,0.0,1.0,high
15,1.0,74,0,30,0.0,1.0,high
16,1.0,74,0,30,0.0,1.0,high
17,1.0,74,0,30,0.0,1.0,high
18,1.0,74,0,30,0.0,1.0,high
19,1.0,74,0,30,0.0,1.0,high
20,1.0,74,0,30,0.0,1.0,high
1,1.0,75,30,0,1.0,0.0,high
2,1.0,75,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,75,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,75,29,1,0.9666666666666667,0.03333333333333333,high
5,1.0,75,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,75,26,4,0.8666666666666667,0.13333333333333333,high
7,1.0,75,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,75,26,4,0.8666666666666667,0.13333333333333333,high
9,1.0,75,23,7,0.7666666666666667,0.23333333333333334,high
10,1.0,75,22,8,0.7333333333333333,0.26666666666666666,high
11,1.0,75,16,14,0.5333333333333333,0.4666666666666667,high
12,1.0,75,10,20,0.3333333333333333,0.6666666666666666,high
13,1.0,75,0,30,0.0,1.0,high
14,1.0,75,0,30,0.0,1.0,high
15,1.0,75,0,30,0.0,1.0,high
16,1.0,75,0,30,0.0,1.0,high
17,1.0,75,0,30,0.0,1.0,high
18,1.0,75,0,30,0.0,1.0,high
19,1.0,75,0,30,0.0,1.0,high
20,1.0,75,0,30,0.0,1.0,high
1,1.0,76,30,0,1.0,0.0,high
2,1.0,76,30,0,1.0,0.0,high
3,1.0,76,30,0,1.0,0.0,high
4,1.0,76,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,76,26,4,0.8666666666666667,0.13333333333333333,high
6,1.0,76,25,5,0.8333333333333334,0.16666666666666666,high
7,1.0,76,24,6,0.8,0.2,high
8,1.0,76,22,8,0.7333333333333333,0.26666666666666666,high
9,1.0,76,19,11,0.6333333333333333,0.36666666666666664,high
10,1.0,76,15,15,0.5,0.5,high
11,1.0,76,5,25,0.16666666666666666,0.8333333333333334,high
12,1.0,76,0,30,0.0,1.0,high
13,1.0,76,0,30,0.0,1.0,high
14,1.0,76,0,30,0.0,1.0,high
15,1.0,76,0,30,0.0,1.0,high
16,1.0,76,0,30,0.0,1.0,high
17,1.0,76,0,30,0.0,1.0,high
18,1.0,76,0,30,0.0,1.0,high
19,1.0,76,0,30,0.0,1.0,high
20,1.0,76,0,30,0.0,1.0,high
1,1.0,77,30,0,1.0,0.0,high
2,1.0,77,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,77,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,77,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,77,19,11,0.6333333333333333,0.36666666666666664,high
6,1.0,77,13,17,0.43333333333333335,0.5666666666666667,high
7,1.0,77,3,27,0.1,0.9,high
8,1.0,77,0,30,0.0,1.0,high
9,1.0,77,0,30,0.0,1.0,high
10,1.0,77,0,30,0.0,1.0,high
11,1.0,77,0,30,0.0,1.0,high
12,1.0,77,0,30,0.0,1.0,high
13,1.0,77,0,30,0.0,1.0,high
14,1.0,77,0,30,0.0,1.0,high
15,1.0,77,0,30,0.0,1.0,high
16,1.0,77,0,30,0.0,1.0,high
17,1.0,77,0,30,0.0,1.0,high
18,1.0,77,0,30,0.0,1.0,high
19,1.0,77,0,30,0.0,1.0,high
20,1.0,77,0,30,0.0,1.0,high
1,1.0,78,30,0,1.0,0.0,high
2,1.0,78,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,78,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,78,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,78,27,3,0.9,0.1,high
6,1.0,78,26,4,0.8666666666666667,0.13333333333333333,high
7,1.0,78,23,7,0.7666666666666667,0.23333333333333334,high
8,1.0,78,21,9,0.7,0.3,high
9,1.0,78,18,12,0.6,0.4,high
10,1.0,78,12,18,0.4,0.6,high
11,1.0,78,2,28,0.06666666666666667,0.9333333333333333,high
12,1.0,78,0,30,0.0,1.0,high
13,1.0,78,0,30,0.0,1.0,high
14,1.0,78,0,30,0.0,1.0,high
15,1.0,78,0,30,0.0,1.0,high
16,1.0,78,0,30,0.0,1.0,high
17,1.0,78,0,30,0.0,1.0,high
18,1.0,78,0,30,0.0,1.0,high
19,1.0,78,0,30,0.0,1.0,high
20,1.0,78,0,30,0.0,1.0,high
1,1.0,79,30,0,1.0,0.0,high
2,1.0,79,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,79,23,7,0.7666666666666667,0.23333333333333334,high
4,1.0,79,21,9,0.7,0.3,high
5,1.0,79,15,15,0.5,0.5,high
6,1.0,79,5,25,0.16666666666666666,0.8333333333333334,high
7,1.0,79,0,30,0.0,1.0,high
8,1.0,79,0,30,0.0,1.0,high
9,1.0,79,0,30,0.0,1.0,high
10,1.0,79,0,30,0.0,1.0,high
11,1.0,79,0,30,0.0,1.0,high
12,1.0,79,0,30,0.0,1.0,high
13,1.0,79,0,30,0.0,1.0,high
14,1.0,79,0,30,0.0,1.0,high
15,1.0,79,0,30,0.0,1.0,high
16,1.0,79,0,30,0.0,1.0,high
17,1.0,79,0,30,0.0,1.0,high
18,1.0,79,0,30,0.0,1.0,high
19,1.0,79,0,30,0.0,1.0,high
20,1.0,79,0,30,0.0,1.0,high
1,1.0,80,30,0,1.0,0.0,high
2,1.0,80,30,0,1.0,0.0,high
3,1.0,80,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,80,24,6,0.8,0.2,high
5,1.0,80,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,80,18,12,0.6,0.4,high
7,1.0,80,10,20,0.3333333333333333,0.6666666666666666,high
8,1.0,80,1,29,0.03333333333333333,0.9666666666666667,high
9,1.0,80,0,30,0.0,1.0,high
10,1.0,80,0,30,0.0,1.0,high
11,1.0,80,0,30,0.0,1.0,high
12,1.0,80,0,30,0.0,1.0,high
13,1.0,80,0,30,0.0,1.0,high
14,1.0,80,0,30,0.0,1.0,high
15,1.0,80,0,30,0.0,1.0,high
16,1.0,80,0,30,0.0,1.0,high
17,1.0,80,0,30,0.0,1.0,high
18,1.0,80,0,30,0.0,1.0,high
19,1.0,80,0,30,0.0,1.0,high
20,1.0,80,0,30,0.0,1.0,high
1,1.0,81,30,0,1.0,0.0,high
2,1.0,81,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,81,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,81,23,7,0.7666666666666667,0.23333333333333334,high
5,1.0,81,19,11,0.6333333333333333,0.36666666666666664,high
6,1.0,81,12,18,0.4,0.6,high
7,1.0,81,2,28,0.06666666666666667,0.9333333333333333,high
8,1.0,81,0,30,0.0,1.0,high
9,1.0,81,0,30,0.0,1.0,high
10,1.0,81,0,30,0.0,1.0,high
11,1.0,81,0,30,0.0,1.0,high
12,1.0,81,0,30,0.0,1.0,high
13,1.0,81,0,30,0.0,1.0,high
14,1.0,81,0,30,0.0,1.0,high
15,1.0,81,0,30,0.0,1.0,high
16,1.0,81,0,30,0.0,1.0,high
17,1.0,81,0,30,0.0,1.0,high
18,1.0,81,0,30,0.0,1.0,high
19,1.0,81,0,30,0.0,1.0,high
20,1.0,81,0,30,0.0,1.0,high
1,1.0,82,30,0,1.0,0.0,high
2,1.0,82,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,82,27,3,0.9,0.1,high
4,1.0,82,27,3,0.9,0.1,high
5,1.0,82,27,3,0.9,0.1,high
6,1.0,82,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,82,16,14,0.5333333333333333,0.4666666666666667,high
8,1.0,82,7,23,0.23333333333333334,0.7666666666666667,high
9,1.0,82,0,30,0.0,1.0,high
10,1.0,82,0,30,0.0,1.0,high
11,1.0,82,0,30,0.0,1.0,high
12,1.0,82,0,30,0.0,1.0,high
13,1.0,82,0,30,0.0,1.0,high
14,1.0,82,0,30,0.0,1.0,high
15,1.0,82,0,30,0.0,1.0,high
16,1.0,82,0,30,0.0,1.0,high
17,1.0,82,0,30,0.0,1.0,high
18,1.0,82,0,30,0.0,1.0,high
19,1.0,82,0,30,0.0,1.0,high
20,1.0,82,0,30,0.0,1.0,high
1,1.0,83,30,0,1.0,0.0,high
2,1.0,83,27,3,0.9,0.1,high
3,1.0,83,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,83,24,6,0.8,0.2,high
5,1.0,83,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,83,17,13,0.5666666666666667,0.43333333333333335,high
7,1.0,83,11,19,0.36666666666666664,0.6333333333333333,high
8,1.0,83,3,27,0.1,0.9,high
9,1.0,83,0,30,0.0,1.0,high
10,1.0,83,0,30,0.0,1.0,high
11,1.0,83,0,30,0.0,1.0,high
12,1.0,83,0,30,0.0,1.0,high
13,1.0,83,0,30,0.0,1.0,high
14,1.0,83,0,30,0.0,1.0,high
15,1.0,83,0,30,0.0,1.0,high
16,1.0,83,0,30,0.0,1.0,high
17,1.0,83,0,30,0.0,1.0,high
18,1.0,83,0,30,0.0,1.0,high
19,1.0,83,0,30,0.0,1.0,high
20,1.0,83,0,30,0.0,1.0,high
1,1.0,84,30,0,1.0,0.0,high
2,1.0,84,30,0,1.0,0.0,high
3,1.0,84,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,84,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,84,24,6,0.8,0.2,high
6,1.0,84,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,84,15,15,0.5,0.5,high
8,1.0,84,6,24,0.2,0.8,high
9,1.0,84,0,30,0.0,1.0,high
10,1.0,84,0,30,0.0,1.0,high
11,1.0,84,0,30,0.0,1.0,high
12,1.0,84,0,30,0.0,1.0,high
13,1.0,84,0,30,0.0,1.0,high
14,1.0,84,0,30,0.0,1.0,high
15,1.0,84,0,30,0.0,1.0,high
16,1.0,84,0,30,0.0,1.0,high
17,1.0,84,0,30,0.0,1.0,high
18,1.0,84,0,30,0.0,1.0,high
19,1.0,84,0,30,0.0,1.0,high
20,1.0,84,0,30,0.0,1.0,high
1,1.0,85,30,0,1.0,0.0,high
2,1.0,85,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,85,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,85,29,1,0.9666666666666667,0.03333333333333333,high
5,1.0,85,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,85,27,3,0.9,0.1,high
7,1.0,85,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,85,24,6,0.8,0.2,high
9,1.0,85,23,7,0.7666666666666667,0.23333333333333334,high
10,1.0,85,22,8,0.7333333333333333,0.26666666666666666,high
11,1.0,85,14,16,0.4666666666666667,0.5333333333333333,high
12,1.0,85,3,27,0.1,0.9,high
13,1.0,85,0,30,0.0,1.0,high
14,1.0,85,0,30,0.0,1.0,high
15,1.0,85,0,30,0.0,1.0,high
16,1.0,85,0,30,0.0,1.0,high
17,1.0,85,0,30,0.0,1.0,high
18,1.0,85,0,30,0.0,1.0,high
19,1.0,85,0,30,0.0,1.0,high
20,1.0,85,0,30,0.0,1.0,high
1,1.0,86,30,0,1.0,0.0,high
2,1.0,86,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,86,27,3,0.9,0.1,high
4,1.0,86,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,86,24,6,0.8,0.2,high
6,1.0,86,21,9,0.7,0.3,high
7,1.0,86,17,13,0.5666666666666667,0.43333333333333335,high
8,1.0,86,11,19,0.36666666666666664,0.6333333333333333,high
9,1.0,86,3,27,0.1,0.9,high
10,1.0,86,0,30,0.0,1.0,high
11,1.0,86,0,30,0.0,1.0,high
12,1.0,86,0,30,0.0,1.0,high
13,1.0,86,0,30,0.0,1.0,high
14,1.0,86,0,30,0.0,1.0,high
15,1.0,86,0,30,0.0,1.0,high
16,1.0,86,0,30,0.0,1.0,high
17,1.0,86,0,30,0.0,1.0,high
18,1.0,86,0,30,0.0,1.0,high
19,1.0,86,0,30,0.0,1.0,high
20,1.0,86,0,30,0.0,1.0,high
1,1.0,87,30,0,1.0,0.0,high
2,1.0,87,25,5,0.8333333333333334,0.16666666666666666,high
3,1.0,87,23,7,0.7666666666666667,0.23333333333333334,high
4,1.0,87,18,12,0.6,0.4,high
5,1.0,87,11,19,0.36666666666666664,0.6333333333333333,high
6,1.0,87,0,30,0.0,1.0,high
7,1.0,87,0,30,0.0,1.0,high
8,1.0,87,0,30,0.0,1.0,high
9,1.0,87,0,30,0.0,1.0,high
10,1.0,87,0,30,0.0,1.0,high
11,1.0,87,0,30,0.0,1.0,high
12,1.0,87,0,30,0.0,1.0,high
13,1.0,87,0,30,0.0,1.0,high
14,1.0,87,0,30,0.0,1.0,high
15,1.0,87,0,30,0.0,1.0,high
16,1.0,87,0,30,0.0,1.0,high
17,1.0,87,0,30,0.0,1.0,high
18,1.0,87,0,30,0.0,1.0,high
19,1.0,87,0,30,0.0,1.0,high
20,1.0,87,0,30,0.0,1.0,high
1,1.0,88,30,0,1.0,0.0,high
2,1.0,88,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,88,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,88,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,88,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,88,27,3,0.9,0.1,high
7,1.0,88,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,88,22,8,0.7333333333333333,0.26666666666666666,high
9,1.0,88,17,13,0.5666666666666667,0.43333333333333335,high
10,1.0,88,10,20,0.3333333333333333,0.6666666666666666,high
11,1.0,88,0,30,0.0,1.0,high
12,1.0,88,0,30,0.0,1.0,high
13,1.0,88,0,30,0.0,1.0,high
14,1.0,88,0,30,0.0,1.0,high
15,1.0,88,0,30,0.0,1.0,high
16,1.0,88,0,30,0.0,1.0,high
17,1.0,88,0,30,0.0,1.0,high
18,1.0,88,0,30,0.0,1.0,high
19,1.0,88,0,30,0.0,1.0,high
20,1.0,88,0,30,0.0,1.0,high
1,1.0,89,30,0,1.0,0.0,high
2,1.0,89,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,89,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,89,23,7,0.7666666666666667,0.23333333333333334,high
5,1.0,89,20,10,0.6666666666666666,0.3333333333333333,high
6,1.0,89,14,16,0.4666666666666667,0.5333333333333333,high
7,1.0,89,3,27,0.1,0.9,high
8,1.0,89,0,30,0.0,1.0,high
9,1.0,89,0,30,0.0,1.0,high
10,1.0,89,0,30,0.0,1.0,high
11,1.0,89,0,30,0.0,1.0,high
12,1.0,89,0,30,0.0,1.0,high
13,1.0,89,0,30,0.0,1.0,high
14,1.0,89,0,30,0.0,1.0,high
15,1.0,89,0,30,0.0,1.0,high
16,1.0,89,0,30,0.0,1.0,high
17,1.0,89,0,30,0.0,1.0,high
18,1.0,89,0,30,0.0,1.0,high
