week,visibility,seed,n_readers,n_nonreaders,reading_rate,nonreading_rate,visibility_condition
3,1.0,33,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,33,23,7,0.7666666666666667,0.23333333333333334,high
5,1.0,33,18,12,0.6,0.4,high
6,1.0,33,13,17,0.43333333333333335,0.5666666666666667,high
7,1.0,33,4,26,0.13333333333333333,0.8666666666666667,high
8,1.0,33,0,30,0.0,1.0,high
9,1.0,33,0,30,0.0,1.0,high
10,1.0,33,0,30,0.0,1.0,high
11,1.0,33,0,30,0.0,1.0,high
12,1.0,33,0,30,0.0,1.0,high
13,1.0,33,0,30,0.0,1.0,high
14,1.0,33,0,30,0.0,1.0,high
15,1.0,33,0,30,0.0,1.0,high
16,1.0,33,0,30,0.0,1.0,high
17,1.0,33,0,30,0.0,1.0,high
18,1.0,33,0,30,0.0,1.0,high
19,1.0,33,0,30,0.0,1.0,high
20,1.0,33,0,30,0.0,1.0,high
1,1.0,34,30,0,1.0,0.0,high
2,1.0,34,26,4,0.8666666666666667,0.13333333333333333,high
3,1.0,34,24,6,0.8,0.2,high
4,1.0,34,23,7,0.7666666666666667,0.23333333333333334,high
5,1.0,34,21,9,0.7,0.3,high
6,1.0,34,13,17,0.43333333333333335,0.5666666666666667,high
7,1.0,34,2,28,0.06666666666666667,0.9333333333333333,high
8,1.0,34,0,30,0.0,1.0,high
9,1.0,34,0,30,0.0,1.0,high
10,1.0,34,0,30,0.0,1.0,high
11,1.0,34,0,30,0.0,1.0,high
12,1.0,34,0,30,0.0,1.0,high
13,1.0,34,0,30,0.0,1.0,high
14,1.0,34,0,30,0.0,1.0,high
15,1.0,34,0,30,0.0,1.0,high
16,1.0,34,0,30,0.0,1.0,high
17,1.0,34,0,30,0.0,1.0,high
18,1.0,34,0,30,0.0,1.0,high
19,1.0,34,0,30,0.0,1.0,high
20,1.0,34,0,30,0.0,1.0,high
1,1.0,35,30,0,1.0,0.0,high
2,1.0,35,30,0,1.0,0.0,high
3,1.0,35,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,35,27,3,0.9,0.1,high
5,1.0,35,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,35,24,6,0.8,0.2,high
7,1.0,35,23,7,0.7666666666666667,0.23333333333333334,high
8,1.0,35,21,9,0.7,0.3,high
9,1.0,35,16,14,0.5333333333333333,0.4666666666666667,high
10,1.0,35,6,24,0.2,0.8,high
11,1.0,35,0,30,0.0,1.0,high
12,1.0,35,0,30,0.0,1.0,high
13,1.0,35,0,30,0.0,1.0,high
14,1.0,35,0,30,0.0,1.0,high
15,1.0,35,0,30,0.0,1.0,high
16,1.0,35,0,30,0.0,1.0,high
17,1.0,35,0,30,0.0,1.0,high
18,1.0,35,0,30,0.0,1.0,high
19,1.0,35,0,30,0.0,1.0,high
20,1.0,35,0,30,0.0,1.0,high
1,1.0,36,30,0,1.0,0.0,high
2,1.0,36,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,36,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,36,24,6,0.8,0.2,high
5,1.0,36,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,36,18,12,0.6,0.4,high
7,1.0,36,10,20,0.3333333333333333,0.6666666666666666,high
8,1.0,36,2,28,0.06666666666666667,0.9333333333333333,high
9,1.0,36,0,30,0.0,1.0,high
10,1.0,36,0,30,0.0,1.0,high
11,1.0,36,0,30,0.0,1.0,high
12,1.0,36,0,30,0.0,1.0,high
13,1.0,36,0,30,0.0,1.0,high
14,1.0,36,0,30,0.0,1.0,high
15,1.0,36,0,30,0.0,1.0,high
16,1.0,36,0,30,0.0,1.0,high
17,1.0,36,0,30,0.0,1.0,high
18,1.0,36,0,30,0.0,1.0,high
19,1.0,36,0,30,0.0,1.0,high
20,1.0,36,0,30,0.0,1.0,high
1,1.0,37,30,0,1.0,0.0,high
2,1.0,37,24,6,0.8,0.2,high
3,1.0,37,21,9,0.7,0.3,high
4,1.0,37,16,14,0.5333333333333333,0.4666666666666667,high
5,1.0,37,8,22,0.26666666666666666,0.7333333333333333,high
6,1.0,37,0,30,0.0,1.0,high
7,1.0,37,0,30,0.0,1.0,high
8,1.0,37,0,30,0.0,1.0,high
9,1.0,37,0,30,0.0,1.0,high
10,1.0,37,0,30,0.0,1.0,high
11,1.0,37,0,30,0.0,1.0,high
12,1.0,37,0,30,0.0,1.0,high
13,1.0,37,0,30,0.0,1.0,high
14,1.0,37,0,30,0.0,1.0,high
15,1.0,37,0,30,0.0,1.0,high
16,1.0,37,0,30,0.0,1.0,high
17,1.0,37,0,30,0.0,1.0,high
18,1.0,37,0,30,0.0,1.0,high
19,1.0,37,0,30,0.0,1.0,high
20,1.0,37,0,30,0.0,1.0,high
1,1.0,38,30,0,1.0,0.0,high
2,1.0,38,30,0,1.0,0.0,high
3,1.0,38,27,3,0.9,0.1,high
4,1.0,38,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,38,21,9,0.7,0.3,high
6,1.0,38,18,12,0.6,0.4,high
7,1.0,38,12,18,0.4,0.6,high
8,1.0,38,4,26,0.13333333333333333,0.8666666666666667,high
9,1.0,38,0,30,0.0,1.0,high
10,1.0,38,0,30,0.0,1.0,high
11,1.0,38,0,30,0.0,1.0,high
12,1.0,38,0,30,0.0,1.0,high
13,1.0,38,0,30,0.0,1.0,high
14,1.0,38,0,30,0.0,1.0,high
15,1.0,38,0,30,0.0,1.0,high
16,1.0,38,0,30,0.0,1.0,high
17,1.0,38,0,30,0.0,1.0,high
18,1.0,38,0,30,0.0,1.0,high
19,1.0,38,0,30,0.0,1.0,high
20,1.0,38,0,30,0.0,1.0,high
1,1.0,39,30,0,1.0,0.0,high
2,1.0,39,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,39,27,3,0.9,0.1,high
4,1.0,39,26,4,0.8666666666666667,0.13333333333333333,high
5,1.0,39,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,39,24,6,0.8,0.2,high
7,1.0,39,19,11,0.6333333333333333,0.36666666666666664,high
8,1.0,39,17,13,0.5666666666666667,0.43333333333333335,high
9,1.0,39,7,23,0.23333333333333334,0.7666666666666667,high
10,1.0,39,0,30,0.0,1.0,high
11,1.0,39,0,30,0.0,1.0,high
12,1.0,39,0,30,0.0,1.0,high
13,1.0,39,0,30,0.0,1.0,high
14,1.0,39,0,30,0.0,1.0,high
15,1.0,39,0,30,0.0,1.0,high
16,1.0,39,0,30,0.0,1.0,high
17,1.0,39,0,30,0.0,1.0,high
18,1.0,39,0,30,0.0,1.0,high
19,1.0,39,0,30,0.0,1.0,high
20,1.0,39,0,30,0.0,1.0,high
1,1.0,40,30,0,1.0,0.0,high
2,1.0,40,30,0,1.0,0.0,high
3,1.0,40,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,40,29,1,0.9666666666666667,0.03333333333333333,high
5,1.0,40,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,40,26,4,0.8666666666666667,0.13333333333333333,high
7,1.0,40,24,6,0.8,0.2,high
8,1.0,40,19,11,0.6333333333333333,0.36666666666666664,high
9,1.0,40,14,16,0.4666666666666667,0.5333333333333333,high
10,1.0,40,4,26,0.13333333333333333,0.8666666666666667,high
11,1.0,40,0,30,0.0,1.0,high
12,1.0,40,0,30,0.0,1.0,high
13,1.0,40,0,30,0.0,1.0,high
14,1.0,40,0,30,0.0,1.0,high
15,1.0,40,0,30,0.0,1.0,high
16,1.0,40,0,30,0.0,1.0,high
17,1.0,40,0,30,0.0,1.0,high
18,1.0,40,0,30,0.0,1.0,high
19,1.0,40,0,30,0.0,1.0,high
20,1.0,40,0,30,0.0,1.0,high
1,1.0,41,30,0,1.0,0.0,high
2,1.0,41,30,0,1.0,0.0,high
3,1.0,41,30,0,1.0,0.0,high
4,1.0,41,30,0,1.0,0.0,high
5,1.0,41,29,1,0.9666666666666667,0.03333333333333333,high
6,1.0,41,28,2,0.9333333333333333,0.06666666666666667,high
7,1.0,41,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,41,24,6,0.8,0.2,high
9,1.0,41,23,7,0.7666666666666667,0.23333333333333334,high
10,1.0,41,19,11,0.6333333333333333,0.36666666666666664,high
11,1.0,41,15,15,0.5,0.5,high
12,1.0,41,5,25,0.16666666666666666,0.8333333333333334,high
13,1.0,41,0,30,0.0,1.0,high
14,1.0,41,0,30,0.0,1.0,high
15,1.0,41,0,30,0.0,1.0,high
16,1.0,41,0,30,0.0,1.0,high
17,1.0,41,0,30,0.0,1.0,high
18,1.0,41,0,30,0.0,1.0,high
19,1.0,41,0,30,0.0,1.0,high
20,1.0,41,0,30,0.0,1.0,high
1,1.0,42,30,0,1.0,0.0,high
2,1.0,42,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,42,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,42,26,4,0.8666666666666667,0.13333333333333333,high
5,1.0,42,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,42,23,7,0.7666666666666667,0.23333333333333334,high
7,1.0,42,22,8,0.7333333333333333,0.26666666666666666,high
8,1.0,42,17,13,0.5666666666666667,0.43333333333333335,high
9,1.0,42,8,22,0.26666666666666666,0.7333333333333333,high
10,1.0,42,0,30,0.0,1.0,high
11,1.0,42,0,30,0.0,1.0,high
12,1.0,42,0,30,0.0,1.0,high
13,1.0,42,0,30,0.0,1.0,high
14,1.0,42,0,30,0.0,1.0,high
15,1.0,42,0,30,0.0,1.0,high
16,1.0,42,0,30,0.0,1.0,high
17,1.0,42,0,30,0.0,1.0,high
18,1.0,42,0,30,0.0,1.0,high
19,1.0,42,0,30,0.0,1.0,high
20,1.0,42,0,30,0.0,1.0,high
1,1.0,43,30,0,1.0,0.0,high
2,1.0,43,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,43,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,43,27,3,0.9,0.1,high
5,1.0,43,24,6,0.8,0.2,high
6,1.0,43,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,43,18,12,0.6,0.4,high
8,1.0,43,13,17,0.43333333333333335,0.5666666666666667,high
9,1.0,43,2,28,0.06666666666666667,0.9333333333333333,high
10,1.0,43,0,30,0.0,1.0,high
11,1.0,43,0,30,0.0,1.0,high
12,1.0,43,0,30,0.0,1.0,high
13,1.0,43,0,30,0.0,1.0,high
14,1.0,43,0,30,0.0,1.0,high
15,1.0,43,0,30,0.0,1.0,high
16,1.0,43,0,30,0.0,1.0,high
17,1.0,43,0,30,0.0,1.0,high
18,1.0,43,0,30,0.0,1.0,high
19,1.0,43,0,30,0.0,1.0,high
20,1.0,43,0,30,0.0,1.0,high
1,1.0,44,30,0,1.0,0.0,high
2,1.0,44,30,0,1.0,0.0,high
3,1.0,44,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,44,27,3,0.9,0.1,high
5,1.0,44,24,6,0.8,0.2,high
6,1.0,44,23,7,0.7666666666666667,0.23333333333333334,high
7,1.0,44,22,8,0.7333333333333333,0.26666666666666666,high
8,1.0,44,18,12,0.6,0.4,high
9,1.0,44,11,19,0.36666666666666664,0.6333333333333333,high
10,1.0,44,3,27,0.1,0.9,high
11,1.0,44,0,30,0.0,1.0,high
12,1.0,44,0,30,0.0,1.0,high
13,1.0,44,0,30,0.0,1.0,high
14,1.0,44,0,30,0.0,1.0,high
15,1.0,44,0,30,0.0,1.0,high
16,1.0,44,0,30,0.0,1.0,high
17,1.0,44,0,30,0.0,1.0,high
18,1.0,44,0,30,0.0,1.0,high
19,1.0,44,0,30,0.0,1.0,high
20,1.0,44,0,30,0.0,1.0,high
1,1.0,45,30,0,1.0,0.0,high
2,1.0,45,26,4,0.8666666666666667,0.13333333333333333,high
3,1.0,45,24,6,0.8,0.2,high
4,1.0,45,23,7,0.7666666666666667,0.23333333333333334,high
5,1.0,45,20,10,0.6666666666666666,0.3333333333333333,high
6,1.0,45,16,14,0.5333333333333333,0.4666666666666667,high
7,1.0,45,8,22,0.26666666666666666,0.7333333333333333,high
8,1.0,45,0,30,0.0,1.0,high
9,1.0,45,0,30,0.0,1.0,high
10,1.0,45,0,30,0.0,1.0,high
11,1.0,45,0,30,0.0,1.0,high
12,1.0,45,0,30,0.0,1.0,high
13,1.0,45,0,30,0.0,1.0,high
14,1.0,45,0,30,0.0,1.0,high
15,1.0,45,0,30,0.0,1.0,high
16,1.0,45,0,30,0.0,1.0,high
17,1.0,45,0,30,0.0,1.0,high
18,1.0,45,0,30,0.0,1.0,high
19,1.0,45,0,30,0.0,1.0,high
20,1.0,45,0,30,0.0,1.0,high
1,1.0,46,30,0,1.0,0.0,high
2,1.0,46,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,46,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,46,24,6,0.8,0.2,high
5,1.0,46,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,46,15,15,0.5,0.5,high
7,1.0,46,2,28,0.06666666666666667,0.9333333333333333,high
8,1.0,46,0,30,0.0,1.0,high
9,1.0,46,0,30,0.0,1.0,high
10,1.0,46,0,30,0.0,1.0,high
11,1.0,46,0,30,0.0,1.0,high
12,1.0,46,0,30,0.0,1.0,high
13,1.0,46,0,30,0.0,1.0,high
14,1.0,46,0,30,0.0,1.0,high
15,1.0,46,0,30,0.0,1.0,high
16,1.0,46,0,30,0.0,1.0,high
17,1.0,46,0,30,0.0,1.0,high
18,1.0,46,0,30,0.0,1.0,high
19,1.0,46,0,30,0.0,1.0,high
20,1.0,46,0,30,0.0,1.0,high
1,1.0,47,30,0,1.0,0.0,high
2,1.0,47,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,47,27,3,0.9,0.1,high
4,1.0,47,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,47,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,47,21,9,0.7,0.3,high
7,1.0,47,16,14,0.5333333333333333,0.4666666666666667,high
8,1.0,47,5,25,0.16666666666666666,0.8333333333333334,high
9,1.0,47,0,30,0.0,1.0,high
10,1.0,47,0,30,0.0,1.0,high
11,1.0,47,0,30,0.0,1.0,high
12,1.0,47,0,30,0.0,1.0,high
13,1.0,47,0,30,0.0,1.0,high
14,1.0,47,0,30,0.0,1.0,high
15,1.0,47,0,30,0.0,1.0,high
16,1.0,47,0,30,0.0,1.0,high
17,1.0,47,0,30,0.0,1.0,high
18,1.0,47,0,30,0.0,1.0,high
19,1.0,47,0,30,0.0,1.0,high
20,1.0,47,0,30,0.0,1.0,high
1,1.0,48,30,0,1.0,0.0,high
2,1.0,48,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,48,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,48,24,6,0.8,0.2,high
5,1.0,48,21,9,0.7,0.3,high
6,1.0,48,15,15,0.5,0.5,high
7,1.0,48,3,27,0.1,0.9,high
8,1.0,48,0,30,0.0,1.0,high
9,1.0,48,0,30,0.0,1.0,high
10,1.0,48,0,30,0.0,1.0,high
11,1.0,48,0,30,0.0,1.0,high
12,1.0,48,0,30,0.0,1.0,high
13,1.0,48,0,30,0.0,1.0,high
14,1.0,48,0,30,0.0,1.0,high
15,1.0,48,0,30,0.0,1.0,high
16,1.0,48,0,30,0.0,1.0,high
17,1.0,48,0,30,0.0,1.0,high
18,1.0,48,0,30,0.0,1.0,high
19,1.0,48,0,30,0.0,1.0,high
20,1.0,48,0,30,0.0,1.0,high
1,1.0,49,30,0,1.0,0.0,high
2,1.0,49,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,49,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,49,24,6,0.8,0.2,high
5,1.0,49,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,49,17,13,0.5666666666666667,0.43333333333333335,high
7,1.0,49,9,21,0.3,0.7,high
8,1.0,49,0,30,0.0,1.0,high
9,1.0,49,0,30,0.0,1.0,high
10,1.0,49,0,30,0.0,1.0,high
11,1.0,49,0,30,0.0,1.0,high
12,1.0,49,0,30,0.0,1.0,high
13,1.0,49,0,30,0.0,1.0,high
14,1.0,49,0,30,0.0,1.0,high
15,1.0,49,0,30,0.0,1.0,high
16,1.0,49,0,30,0.0,1.0,high
17,1.0,49,0,30,0.0,1.0,high
18,1.0,49,0,30,0.0,1.0,high
19,1.0,49,0,30,0.0,1.0,high
20,1.0,49,0,30,0.0,1.0,high
1,1.0,50,30,0,1.0,0.0,high
2,1.0,50,27,3,0.9,0.1,high
3,1.0,50,27,3,0.9,0.1,high
4,1.0,50,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,50,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,50,19,11,0.6333333333333333,0.36666666666666664,high
7,1.0,50,12,18,0.4,0.6,high
8,1.0,50,1,29,0.03333333333333333,0.9666666666666667,high
9,1.0,50,0,30,0.0,1.0,high
10,1.0,50,0,30,0.0,1.0,high
11,1.0,50,0,30,0.0,1.0,high
12,1.0,50,0,30,0.0,1.0,high
13,1.0,50,0,30,0.0,1.0,high
14,1.0,50,0,30,0.0,1.0,high
15,1.0,50,0,30,0.0,1.0,high
16,1.0,50,0,30,0.0,1.0,high
17,1.0,50,0,30,0.0,1.0,high
18,1.0,50,0,30,0.0,1.0,high
19,1.0,50,0,30,0.0,1.0,high
20,1.0,50,0,30,0.0,1.0,high
1,1.0,51,30,0,1.0,0.0,high
2,1.0,51,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,51,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,51,27,3,0.9,0.1,high
5,1.0,51,24,6,0.8,0.2,high
6,1.0,51,17,13,0.5666666666666667,0.43333333333333335,high
7,1.0,51,9,21,0.3,0.7,high
8,1.0,51,0,30,0.0,1.0,high
9,1.0,51,0,30,0.0,1.0,high
10,1.0,51,0,30,0.0,1.0,high
11,1.0,51,0,30,0.0,1.0,high
12,1.0,51,0,30,0.0,1.0,high
13,1.0,51,0,30,0.0,1.0,high
14,1.0,51,0,30,0.0,1.0,high
15,1.0,51,0,30,0.0,1.0,high
16,1.0,51,0,30,0.0,1.0,high
17,1.0,51,0,30,0.0,1.0,high
18,1.0,51,0,30,0.0,1.0,high
19,1.0,51,0,30,0.0,1.0,high
20,1.0,51,0,30,0.0,1.0,high
1,1.0,52,30,0,1.0,0.0,high
2,1.0,52,30,0,1.0,0.0,high
3,1.0,52,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,52,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,52,26,4,0.8666666666666667,0.13333333333333333,high
6,1.0,52,25,5,0.8333333333333334,0.16666666666666666,high
7,1.0,52,22,8,0.7333333333333333,0.26666666666666666,high
8,1.0,52,18,12,0.6,0.4,high
9,1.0,52,11,19,0.36666666666666664,0.6333333333333333,high
10,1.0,52,0,30,0.0,1.0,high
11,1.0,52,0,30,0.0,1.0,high
12,1.0,52,0,30,0.0,1.0,high
13,1.0,52,0,30,0.0,1.0,high
14,1.0,52,0,30,0.0,1.0,high
15,1.0,52,0,30,0.0,1.0,high
16,1.0,52,0,30,0.0,1.0,high
17,1.0,52,0,30,0.0,1.0,high
18,1.0,52,0,30,0.0,1.0,high
19,1.0,52,0,30,0.0,1.0,high
20,1.0,52,0,30,0.0,1.0,high
1,1.0,53,30,0,1.0,0.0,high
2,1.0,53,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,53,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,53,22,8,0.7333333333333333,0.26666666666666666,high
5,1.0,53,17,13,0.5666666666666667,0.43333333333333335,high
6,1.0,53,9,21,0.3,0.7,high
7,1.0,53,0,30,0.0,1.0,high
8,1.0,53,0,30,0.0,1.0,high
9,1.0,53,0,30,0.0,1.0,high
10,1.0,53,0,30,0.0,1.0,high
11,1.0,53,0,30,0.0,1.0,high
12,1.0,53,0,30,0.0,1.0,high
13,1.0,53,0,30,0.0,1.0,high
14,1.0,53,0,30,0.0,1.0,high
15,1.0,53,0,30,0.0,1.0,high
16,1.0,53,0,30,0.0,1.0,high
17,1.0,53,0,30,0.0,1.0,high
18,1.0,53,0,30,0.0,1.0,high
19,1.0,53,0,30,0.0,1.0,high
20,1.0,53,0,30,0.0,1.0,high
1,1.0,54,30,0,1.0,0.0,high
2,1.0,54,27,3,0.9,0.1,high
3,1.0,54,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,54,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,54,24,6,0.8,0.2,high
6,1.0,54,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,54,20,10,0.6666666666666666,0.3333333333333333,high
8,1.0,54,14,16,0.4666666666666667,0.5333333333333333,high
9,1.0,54,8,22,0.26666666666666666,0.7333333333333333,high
10,1.0,54,0,30,0.0,1.0,high
11,1.0,54,0,30,0.0,1.0,high
12,1.0,54,0,30,0.0,1.0,high
13,1.0,54,0,30,0.0,1.0,high
14,1.0,54,0,30,0.0,1.0,high
15,1.0,54,0,30,0.0,1.0,high
16,1.0,54,0,30,0.0,1.0,high
17,1.0,54,0,30,0.0,1.0,high
18,1.0,54,0,30,0.0,1.0,high
19,1.0,54,0,30,0.0,1.0,high
20,1.0,54,0,30,0.0,1.0,high
1,1.0,55,30,0,1.0,0.0,high
2,1.0,55,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,55,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,55,27,3,0.9,0.1,high
5,1.0,55,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,55,23,7,0.7666666666666667,0.23333333333333334,high
7,1.0,55,22,8,0.7333333333333333,0.26666666666666666,high
8,1.0,55,21,9,0.7,0.3,high
9,1.0,55,19,11,0.6333333333333333,0.36666666666666664,high
10,1.0,55,10,20,0.3333333333333333,0.6666666666666666,high
11,1.0,55,1,29,0.03333333333333333,0.9666666666666667,high
12,1.0,55,0,30,0.0,1.0,high
13,1.0,55,0,30,0.0,1.0,high
14,1.0,55,0,30,0.0,1.0,high
15,1.0,55,0,30,0.0,1.0,high
16,1.0,55,0,30,0.0,1.0,high
17,1.0,55,0,30,0.0,1.0,high
18,1.0,55,0,30,0.0,1.0,high
19,1.0,55,0,30,0.0,1.0,high
20,1.0,55,0,30,0.0,1.0,high
1,1.0,56,30,0,1.0,0.0,high
2,1.0,56,30,0,1.0,0.0,high
3,1.0,56,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,56,27,3,0.9,0.1,high
5,1.0,56,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,56,24,6,0.8,0.2,high
7,1.0,56,23,7,0.7666666666666667,0.23333333333333334,high
8,1.0,56,22,8,0.7333333333333333,0.26666666666666666,high
9,1.0,56,21,9,0.7,0.3,high
10,1.0,56,19,11,0.6333333333333333,0.36666666666666664,high
11,1.0,56,14,16,0.4666666666666667,0.5333333333333333,high
12,1.0,56,5,25,0.16666666666666666,0.8333333333333334,high
13,1.0,56,0,30,0.0,1.0,high
14,1.0,56,0,30,0.0,1.0,high
15,1.0,56,0,30,0.0,1.0,high
16,1.0,56,0,30,0.0,1.0,high
17,1.0,56,0,30,0.0,1.0,high
18,1.0,56,0,30,0.0,1.0,high
19,1.0,56,0,30,0.0,1.0,high
20,1.0,56,0,30,0.0,1.0,high
1,1.0,57,30,0,1.0,0.0,high
2,1.0,57,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,57,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,57,24,6,0.8,0.2,high
5,1.0,57,21,9,0.7,0.3,high
6,1.0,57,15,15,0.5,0.5,high
7,1.0,57,9,21,0.3,0.7,high
8,1.0,57,2,28,0.06666666666666667,0.9333333333333333,high
9,1.0,57,0,30,0.0,1.0,high
10,1.0,57,0,30,0.0,1.0,high
11,1.0,57,0,30,0.0,1.0,high
12,1.0,57,0,30,0.0,1.0,high
13,1.0,57,0,30,0.0,1.0,high
14,1.0,57,0,30,0.0,1.0,high
15,1.0,57,0,30,0.0,1.0,high
16,1.0,57,0,30,0.0,1.0,high
17,1.0,57,0,30,0.0,1.0,high
18,1.0,57,0,30,0.0,1.0,high
19,1.0,57,0,30,0.0,1.0,high
20,1.0,57,0,30,0.0,1.0,high
1,1.0,58,30,0,1.0,0.0,high
2,1.0,58,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,58,27,3,0.9,0.1,high
4,1.0,58,26,4,0.8666666666666667,0.13333333333333333,high
5,1.0,58,24,6,0.8,0.2,high
6,1.0,58,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,58,18,12,0.6,0.4,high
8,1.0,58,12,18,0.4,0.6,high
9,1.0,58,4,26,0.13333333333333333,0.8666666666666667,high
10,1.0,58,0,30,0.0,1.0,high
11,1.0,58,0,30,0.0,1.0,high
12,1.0,58,0,30,0.0,1.0,high
13,1.0,58,0,30,0.0,1.0,high
14,1.0,58,0,30,0.0,1.0,high
15,1.0,58,0,30,0.0,1.0,high
16,1.0,58,0,30,0.0,1.0,high
17,1.0,58,0,30,0.0,1.0,high
18,1.0,58,0,30,0.0,1.0,high
19,1.0,58,0,30,0.0,1.0,high
20,1.0,58,0,30,0.0,1.0,high
1,1.0,59,30,0,1.0,0.0,high
2,1.0,59,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,59,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,59,21,9,0.7,0.3,high
5,1.0,59,17,13,0.5666666666666667,0.43333333333333335,high
6,1.0,59,10,20,0.3333333333333333,0.6666666666666666,high
7,1.0,59,2,28,0.06666666666666667,0.9333333333333333,high
8,1.0,59,0,30,0.0,1.0,high
9,1.0,59,0,30,0.0,1.0,high
10,1.0,59,0,30,0.0,1.0,high
11,1.0,59,0,30,0.0,1.0,high
12,1.0,59,0,30,0.0,1.0,high
13,1.0,59,0,30,0.0,1.0,high
14,1.0,59,0,30,0.0,1.0,high
15,1.0,59,0,30,0.0,1.0,high
16,1.0,59,0,30,0.0,1.0,high
17,1.0,59,0,30,0.0,1.0,high
18,1.0,59,0,30,0.0,1.0,high
19,1.0,59,0,30,0.0,1.0,high
20,1.0,59,0,30,0.0,1.0,high
1,1.0,60,30,0,1.0,0.0,high
2,1.0,60,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,60,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,60,27,3,0.9,0.1,high
5,1.0,60,27,3,0.9,0.1,high
6,1.0,60,26,4,0.8666666666666667,0.13333333333333333,high
7,1.0,60,25,5,0.8333333333333334,0.16666666666666666,high
8,1.0,60,20,10,0.6666666666666666,0.3333333333333333,high
9,1.0,60,14,16,0.4666666666666667,0.5333333333333333,high
10,1.0,60,5,25,0.16666666666666666,0.8333333333333334,high
11,1.0,60,0,30,0.0,1.0,high
12,1.0,60,0,30,0.0,1.0,high
13,1.0,60,0,30,0.0,1.0,high
14,1.0,60,0,30,0.0,1.0,high
15,1.0,60,0,30,0.0,1.0,high
16,1.0,60,0,30,0.0,1.0,high
17,1.0,60,0,30,0.0,1.0,high
18,1.0,60,0,30,0.0,1.0,high
19,1.0,60,0,30,0.0,1.0,high
20,1.0,60,0,30,0.0,1.0,high
1,1.0,61,30,0,1.0,0.0,high
2,1.0,61,27,3,0.9,0.1,high
3,1.0,61,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,61,24,6,0.8,0.2,high
5,1.0,61,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,61,22,8,0.7333333333333333,0.26666666666666666,high
7,1.0,61,16,14,0.5333333333333333,0.4666666666666667,high
8,1.0,61,4,26,0.13333333333333333,0.8666666666666667,high
9,1.0,61,0,30,0.0,1.0,high
10,1.0,61,0,30,0.0,1.0,high
11,1.0,61,0,30,0.0,1.0,high
12,1.0,61,0,30,0.0,1.0,high
13,1.0,61,0,30,0.0,1.0,high
